name,aliases,place,wikidata,region,group,usage,lon,lat,cid
levadky,levadki;levadky,village,Q4256185,dnipropetrovsk region,tsentr group of forces,0,35.972626,48.393459,594395380601289490
vodiane,vodiane;vodianoe;vodyane;vodyanoe;vodyanoye,village,Q4114236,dnipropetrovsk region,tsentr group of forces,0,35.649261,48.387218,594368575710071789
zelena dolyna,zelena dolyna;zelyonaya dolina,village,Q4190596,dnipropetrovsk region,,0,34.1884065,48.3878302,594371204228596086
doslidne,doslidne;doslidnoe;doslidnoye,village,Q4167190,dnipropetrovsk region,tsentr group of forces,0,35.034756,48.384579,594357241290763140
nove,nove;novoe;novoye,village,Q4323697,dnipropetrovsk region,tsentr group of forces,0,34.8292745,48.3862175,594364280741955802
bozhedarivka,bozhedarivka;bozhedarovka;bozhyedarovka,village,Q4090150,dnipropetrovsk region,,0,34.099159,48.386189,594364156187174103
chervonoivanivka,chervonoivanivka;chervonoivanovka,village,Q4512339,dnipropetrovsk region,,0,34.2843541,48.3832447,594351511803639874
mala yurivka,mala yurivka;malaya yurevka;malaya yurovka,village,Q4277538,luhansk region,zapad group of forces,0,38.954624,48.383854,594354127443393408
katerynopil,katerinopol;katerynopil,village,Q4217357,dnipropetrovsk region,,0,34.037022,48.379669,594336153000342046
dolynske,dolinskoe;dolynske,village,Q4165025,dnipropetrovsk region,tsentr group of forces,0,34.745979,48.379318,594334645467530107
hannivka,annovka;gannivka;gannovka;hannivka;hannovka,hamlet,Q4066713,luhansk region,zapad group of forces,0,38.8818506,48.3777472,594327898078043962
dorohe,dorogoe;dorohe,village,Q4166818,dnipropetrovsk region,tsentr group of forces,0,34.964329,48.378639,594331729184954473
velykooleksandrivka,velikoaleksandrovka;velykooleksandrivka;velykooleksandrovka,village,Q4106599,dnipropetrovsk region,tsentr group of forces,0,35.92083,48.377949,594328765658476734
sukha balka,sukha balka;sukhaya balka,village,Q1112969,dnipropetrovsk region,,0,33.5543917,48.3737729,594310829872682200
bohuslavka,boguslavka;bohuslavka,hamlet,Q4089870,dnipropetrovsk region,tsentr group of forces,0,35.45425,48.377609,594327305369129514
pavlivka,pavlivka;pavlovka;pavlyivka,village,Q4341656,dnipropetrovsk region,,0,34.0562759,48.3797961,594336698461207892
saksahanske,saksaganskoe;saksahanske;zhovtneve,village,Q4180913,dnipropetrovsk region,,0,34.154079,48.381451,594343806632180575
korobchyne,korobchino;korobchyne,village,Q4233576,dnipropetrovsk region,,0,34.236141,48.375549,594318457735281645
dolynske,dolinskoe;dolynske,village,Q4165029,dnipropetrovsk region,,0,33.95454,48.374298,594313084730912748
shevchenko,shevchenko;shevchenkove;shevchenkovo,village,Q4522120,dnipropetrovsk region,tsentr group of forces,0,34.838116,48.371143,594299534109977444
verbove,verbove;verbovoe;verbovoye,village,Q4107511,dnipropetrovsk region,tsentr group of forces,0,35.7870879,48.3739252,594311482709943887
morozivske,morozivske;morozovskoe;morozovskoye,village,Q4303132,dnipropetrovsk region,tsentr group of forces,0,35.430561,48.36937,594291919133554081
kamianchany,kamenchany;kamianchany,village,Q4211480,dnipropetrovsk region,,0,34.289021,48.36834,594287495316097661
rosishky,rosishki;rosishky,village,Q4397769,dnipropetrovsk region,tsentr group of forces,0,36.508942,48.36697,594281611213122062
ternuvate,ternovatoe;ternuvate,village,Q4455995,dnipropetrovsk region,,0,33.924412,48.36491,594272763577907772
andronivka,andronivka;andronovka,village,Q2686760,dnipropetrovsk region,tsentr group of forces,0,36.7872264,48.3655708,594275602554153242
krasnoivanivka,krasnoivanivka;krasnoivanovka,village,Q4238768,dnipropetrovsk region,,0,33.725048,48.3636427,594267321854144376
depreradivka,depreradivka;depreradovka,village,Q4158606,luhansk region,zapad group of forces,0,38.4949664,48.3634632,594266548764801014
myrne,mirne;mirnoe;mirnoye;myrne,village,Q4295769,luhansk region,,0,39.087807,48.360504,594253839957164991
prysten,pristen;prysten,hamlet,Q4379201,dnipropetrovsk region,tsentr group of forces,0,35.765495,48.359478,594249433317396983
mykolaivka,mykolaevka;mykolaivka;mykolayivka;nikolaevka;nikolayevka,village,Q4320266,dnipropetrovsk region,,0,34.6844602,48.3615514,594258336783520556
maliarshchyna,chervona ukrainka;maliarshchyna;malyarshchina,village,Q4512151,dnipropetrovsk region,,0,34.338112,48.36079,594255068313061952
bozhedarivka,bozhedarivka;bozhedarovka;bozhyedarovka;schorsk;shchorsk,town,Q2967491,dnipropetrovsk region,,0,34.11392,48.3601,594252104785403520
novooleksandrivka,novoaleksandriyevka;novoaleksandrovka;novooleksandriivka;novooleksandrivka;novooleksandrovka;novoolexandrivka,village,Q4323022,dnipropetrovsk region,tsentr group of forces,0,34.986992,48.358379,594244713147560176
novooleksiivka,novoalekseevka;novooleksiivka;novooleksiovka,village,Q4323103,dnipropetrovsk region,tsentr group of forces,0,35.57716,48.3577,594241796865356360
novoivanivka,novo ivanovka;novoivanivka;novoivanovka,village,Q4324081,dnipropetrovsk region,,0,33.588982,48.3577,594241796863368182
zhukove,zhukove;zhukovo,hamlet,Q12104825,dnipropetrovsk region,tsentr group of forces,0,36.60149,48.35994,594251417593123730
lisne,lesnoe;lisne;lisnoe;lisnoye,village,Q4259625,luhansk region,,0,39.219795,48.362274,594261442049410899
pryvilne,privolne;privolnoye;privylne;pryvilne,village,Q4500118,dnipropetrovsk region,tsentr group of forces,0,35.384899,48.356319,594235861220361027
ulianivka,ulianivka;ulianovka;ulyanovka,village,Q4475120,dnipropetrovsk region,,0,34.299999,48.35564,594232949231449439
lozove,lozove;lozovoe;lozovoye,village,Q4265620,dnipropetrovsk region,tsentr group of forces,0,36.541561,48.355289,594231441700170105
petro mykolaivka,petro mykolaivka;petro nikolaevka;petro nikolayevka,village,Q4360634,luhansk region,,0,39.32172,48.356598,594237063815140728
novofedorivka,novofedorivka;novofedorovka;novofyodorovka,village,Q4326145,luhansk region,,0,39.307816,48.354355,594227430203481896
raivka,raevka;raivka,village,Q4388128,dnipropetrovsk region,tsentr group of forces,0,35.45631,48.352551,594219682078628406
piatyhorivka,piatyhorivka;piatyhorovka;pyatigorovka,village,Q4385788,luhansk region,,0,39.392849,48.350491,594210834449935185
ivashynivka,ivashinovka;ivashynivka;ivashynovka,village,Q4197025,dnipropetrovsk region,,0,33.656632,48.3498473,594208068485260344
vesele,vesele;veseloe;veseloye;veselye;vesyoloe,village,Q4109820,dnipropetrovsk region,tsentr group of forces,0,35.520157,48.346443,594193448418448284
saivka,saevka;saivka,village,Q4404951,dnipropetrovsk region,,0,33.871674,48.349079,594204769950592057
novohurivka,novogurovka;novohurivka;novohurovka,village,Q4323547,dnipropetrovsk region,,0,34.009209,48.347401,594197562995606905
saksahan,saksagan;saksahan,village,Q4405491,dnipropetrovsk region,,0,33.84235,48.345341,594188715362810286
pashena balka,pashena balka,village,Q4347533,dnipropetrovsk region,tsentr group of forces,0,34.793602,48.342793,594177771787091330
voskresenivka,voskresenivka;voskresenovka,village,Q4126155,dnipropetrovsk region,tsentr group of forces,0,35.90847,48.34259,594176899909845110
voznesenske,voznesenske;voznesenskoe;voznesenskoye,village,Q4114901,dnipropetrovsk region,tsentr group of forces,0,36.6308307,48.3422051,594175246348158511
oleksiivka,alekseevka;alekseyevka;olekseyevka;oleksiivka;oleksiovka;oleksivka;oleksiyivka,village,Q4061795,dnipropetrovsk region,,0,34.129372,48.3419,594173936380631772
novoilarionivske,novoilarionivske;novoilarionovskoye;novoillarionovskoe,village,Q4324122,dnipropetrovsk region,tsentr group of forces,0,35.7460449,48.3392743,594162657798129149
pershozvanivka,pershozvanivka;pershozvanovka;pervozvanovka,village,Q4359498,luhansk region,,0,39.424393,48.338028,594157306272556681
pysarivka,pisarevka;pysarivka;pysarovka,village,Q4363559,dnipropetrovsk region,tsentr group of forces,0,35.772861,48.3395,594163628460764861
chervona poliana,chervona poliana;chervona polyana;chervonaya polyana,village,Q4512120,dnipropetrovsk region,,0,33.596771,48.339764,594164762329954915
zoria,zaria;zarya;zoria;zorya,village,Q4187745,dnipropetrovsk region,,0,34.06311,48.339161,594162172465141766
azarivka,azarivka;azarovka,locality,Q4058161,luhansk region,,0,39.078709,48.33778,594156241120321589
marivka,marevka;marivka;mariyevka;marovka;maryivka,village,Q4283410,dnipropetrovsk region,tsentr group of forces,0,35.70557,48.33778,594156241116948450
rozdory,razdory;rozdory,village,Q4388534,dnipropetrovsk region,tsentr group of forces,0,36.571918,48.341797,594173494001442829
ocheretuvate,ocheretovatoe;ocheretuvate,village,Q4340692,dnipropetrovsk region,tsentr group of forces,0,36.0887211,48.3390521,594161704315732113
sursko lytovske,sursko litovskoe;sursko lytovske,village,Q4446631,dnipropetrovsk region,tsentr group of forces,0,34.92416,48.336411,594150361305938816
semenivka,semenivka;semenovka;semenyvka;semionovka;semyonovka,village,Q4415931,dnipropetrovsk region,,0,33.684422,48.335041,594144477199503557
heorhiivka,georgievka;heorhiivka;heorhiovka,village,Q4135765,dnipropetrovsk region,tsentr group of forces,0,35.452541,48.33469,594142969667750781
bratske,bratske;bratskoe;bratskoye,village,Q4095974,dnipropetrovsk region,tsentr group of forces,0,35.028191,48.333321,594137089857098207
kamianka,kamenka;kamianka;kamjanka;kamyanka,village,Q4210926,dnipropetrovsk region,tsentr group of forces,0,35.083115,48.332291,594132666040838251
vesele,vesele;veseloe;veseloye;veselye;vesyoloe,hamlet,Q4109800,dnipropetrovsk region,,0,34.161301,48.332291,594132666039916437
novovoskresenivka,novovoskresenivka;novovoskresenovka,hamlet,Q4323387,dnipropetrovsk region,tsentr group of forces,0,35.837742,48.331951,594131205752712238
marinka,marinka,village,Q4283456,dnipropetrovsk region,tsentr group of forces,0,35.293919,48.3316,594129698218647519
rozdory,razdory;rozdory,village,Q3446341,dnipropetrovsk region,tsentr group of forces,0,35.7132916,48.331689,594130076176188940
kardashi,kardashi,village,Q4214770,dnipropetrovsk region,tsentr group of forces,0,36.261749,48.330921,594126781936821365
dniprove,dneprovoe;dniprove,village,Q7279636,dnipropetrovsk region,tsentr group of forces,0,35.14423,48.330921,594126781935703846
marivka,marevka;marivka;mariyevka;marovka;maryivka,village,Q4283391,dnipropetrovsk region,tsentr group of forces,0,35.331001,48.33057,594125274402369721
rakshivka,rakshivka;rakshovka,village,Q4389568,dnipropetrovsk region,tsentr group of forces,0,35.097404,48.332779,594134761984892987
tsivky,komsomolske;tsevki;tsivky,hamlet,Q4230282,dnipropetrovsk region,,0,33.709419,48.328484,594116315098968683
nova pratsia,nova pratsia;novaya pratsia;novaya pratsya,village,Q4322267,dnipropetrovsk region,,0,34.052498,48.328442,594116134710685330
druzhba,druzhba,village,Q4168704,dnipropetrovsk region,,0,34.298695,48.333893,594139546577662023
vilne,vilne;vilnoe;vilnoye;volnoe,village,Q4124610,dnipropetrovsk region,,0,34.115528,48.327515,594112153276064967
uralo kavkaz,uralo kavkaz,town,Q4476673,luhansk region,,0,39.7966536,48.3075394,594026357015041198
chervonyi stav,chervony stav;chervonyi stav;chervonyy stav,village,Q4512508,dnipropetrovsk region,,0,34.309608,48.32645,594107579136088808
starovyshnevetske,starovishnevetskoe;starovyshnevetske,village,Q4440142,dnipropetrovsk region,tsentr group of forces,0,35.669861,48.32542,594103155321134181
adamivka,adamivka;adamovka,village,Q4057319,dnipropetrovsk region,,0,34.217258,48.32439,594098731503366698
parne,parne;parnoe,village,Q4345647,dnipropetrovsk region,tsentr group of forces,0,35.587372,48.329697,594121524896176684
trudove,trudove;trudovoe;trudovoye,village,Q4464352,dnipropetrovsk region,,0,34.075809,48.324051,594097275509311905
myrne,mirne;mirnoe;mirnoye;myrne,village,Q4295760,dnipropetrovsk region,,0,34.274601,48.323021,594092847398228521
chervonyi sadok,chervony sadok;chervonyi sadok;chervonyy sadok,hamlet,Q4512501,dnipropetrovsk region,tsentr group of forces,0,35.063549,48.320961,594084004061355005
shakhtarske,shakhtarske;shakhterskoe;shakhterskoye;shakhtyorskoe,village,Q4521473,dnipropetrovsk region,tsentr group of forces,0,35.357658,48.320404,594081611764865242
vesele,vesele;veseloe;veseloye;veselye;vesyoloe,village,Q4109790,dnipropetrovsk region,tsentr group of forces,0,35.2565,48.316841,594066308796288436
vesele,vesele;veseloe;veseloye;veselye;vesyoloe,village,Q4109807,dnipropetrovsk region,tsentr group of forces,0,36.711842,48.315472,594060428987515554
novomykolaivka,novomikolayivka;novomykolaivka;novomykolayivka;novonikolaevka;novonikolayevka,village,Q4324646,dnipropetrovsk region,tsentr group of forces,0,34.8657281,48.3145494,594056464730855232
kruhlyk,kruglik;kruhlyk,village,Q4241914,luhansk region,,0,39.145378,48.305199,594016306790917282
olenivka,olenivka;olenovka,village,Q4333620,dnipropetrovsk region,,0,34.547283,48.31279,594048909883063123
nyzhnia harasymivka,nizhnyaya garasimovka;nizhnyaya gerasimovka;nyzhnia harasymivka;nyzhnia harasymovka,village,Q4319272,luhansk region,,0,39.9634824,48.300506,593996146215247962
verbove,verbove;verbovoe;verbovoye,village,Q4107516,dnipropetrovsk region,tsentr group of forces,0,35.3684259,48.3093961,594034332764881642
voloske,voloske;volosskoe,village,Q4123962,dnipropetrovsk region,tsentr group of forces,0,35.132221,48.309631,594035342081959997
marianivka,marianivka;marianovka;maryanovka,village,Q4283630,dnipropetrovsk region,,0,33.52581,48.309631,594035342080353586
sursko klevtseve,sursko klevtseve;sursko klevtsevo,village,Q4446630,dnipropetrovsk region,tsentr group of forces,0,34.891548,48.309292,594033886087805980
dobrovillia,dobrovillia;dobrovole,village,Q4163586,dnipropetrovsk region,tsentr group of forces,0,36.094212,48.308601,594030918266607108
surske,surske;surskoe,village,Q4446636,dnipropetrovsk region,,0,34.60075,48.308601,594030918265113646
pervozvanivka,pervozvanivka;pervozvanovka,village,Q4349242,dnipropetrovsk region,vostok group of forces,0,34.351841,48.307911,594027954737430497
novohnide,novognedoe;novohnide,village,Q4323432,dnipropetrovsk region,tsentr group of forces,0,35.493389,48.306541,594022070633376525
kalynivske,kalinovskoe;kalynivske;kalynovskoye,hamlet,Q4209918,dnipropetrovsk region,tsentr group of forces,0,35.548664,48.307529,594026314061120248
chumaky,chumaki;chumaky,village,Q4517989,dnipropetrovsk region,vostok group of forces,0,33.874027,48.301437,594000149118678379
slavne,slavne;slavnoe;slavnoye,village,Q7210581,dnipropetrovsk region,tsentr group of forces,0,36.7283544,48.3038638,594010573007160098
preobrazhenske,preobrazhenske;preobrazhenskoe;preobrazhyenskoe,village,Q4377343,dnipropetrovsk region,tsentr group of forces,0,35.974041,48.303108,594007326011130009
rakove,rakove;rakovo,village,Q4389492,dnipropetrovsk region,tsentr group of forces,0,35.273731,48.303101,594007295945658627
chumaky,chumaki;chumaky,village,Q4517988,dnipropetrovsk region,tsentr group of forces,0,36.275822,48.301731,594001411841465198
savro,savro,village,Q4404236,dnipropetrovsk region,vostok group of forces,0,33.62812,48.301392,593999955844904152
vyshnevetske,frunze;vishnevetskoe;vyshnevetske,village,Q4493109,dnipropetrovsk region,tsentr group of forces,0,35.624928,48.30389,594010684675206368
orikhivka,orekhovka;orikhivka;orikhovka,village,Q4336282,luhansk region,,0,39.204189,48.294109,593968675603663453
novooleksandrivka,novoaleksandriyevka;novoaleksandrovka;novooleksandriivka;novooleksandrivka;novooleksandrovka;novoolexandrivka,hamlet,Q4323040,dnipropetrovsk region,tsentr group of forces,0,36.89957,48.302029,594002691742343153
hostryi kamin,hostryi kamin;ostry kamen;ostryy kamen,hamlet,Q4339162,dnipropetrovsk region,tsentr group of forces,0,35.642548,48.300579,593996464038506932
zakhidnyi,zakhidny;zakhidnyi;zakhidnyy;zapadny;zapadnyy,village,Q4188912,luhansk region,,0,39.80415,48.298302,593986684402135542
zelenyi hai,zelenyi gay;zelenyi hai;zelenyy gai;zelenyy gay;zelenyy hai;zelyony gay;zelyonyy gay,hamlet,Q4190846,dnipropetrovsk region,tsentr group of forces,0,35.762211,48.297958,593985206929343779
zaporozhets,zaporozhets;zaporozhyets,village,Q7270414,dnipropetrovsk region,vostok group of forces,0,33.606491,48.297611,593983716573536347
lysa balka,lysa balka;lysaya balka,village,Q4270630,dnipropetrovsk region,tsentr group of forces,0,36.140507,48.29977,593992989410462427
ukrainka,ukrainka,village,Q4470440,dnipropetrovsk region,tsentr group of forces,0,36.7643484,48.3006493,593996764687339451
katrazhka,katrazhka,village,Q4217461,dnipropetrovsk region,tsentr group of forces,0,35.6203754,48.2979841,593985318598351639
liudmylivka,liudmylivka;liudmylovka;lyudmilovka,hamlet,Q4272078,dnipropetrovsk region,vostok group of forces,0,34.120441,48.295212,593973412947507193
promin,chervonyi promin;promin,village,Q4512488,dnipropetrovsk region,vostok group of forces,0,34.536209,48.293152,593964565315293201
yasne,yasne;yasnoe,village,Q4539410,dnipropetrovsk region,tsentr group of forces,0,35.6207658,48.2921755,593960369133329566
dibrova,dibrova;dibrovka;dibrovoe,village,Q4161143,dnipropetrovsk region,tsentr group of forces,0,35.2035385,48.291244,593956370518359763
vilne,vilne;vilnoe;vilnoye;volnoe,village,Q4124631,dnipropetrovsk region,vostok group of forces,0,33.65696,48.292122,593960141498099072
stepove,leninske;leninskoye;leniskoe;stepove;stepovoe;stepovoye,village,Q4258446,dnipropetrovsk region,tsentr group of forces,0,36.79081,48.291088,593955700505048858
zaporizhzhia,aleksandrovsk;zaporizhzhia;zaporizhzhya;zaporozhe;zaporozhie;zaporozhye,village,Q7270215,dnipropetrovsk region,tsentr group of forces,0,36.4351477,48.2972751,593982273467353548
katerynivka,katerinovka;katerynivka;katerynovka,village,Q4217311,dnipropetrovsk region,tsentr group of forces,0,35.845638,48.290401,593952749861571334
sukhyi khutir,sukhoy khutor;sukhyi khutir,village,Q4447291,dnipropetrovsk region,vostok group of forces,0,34.314758,48.290058,593951276686257925
novotroitske,novotroitske;novotroitskoe;novotroitskoye,village,Q4326000,dnipropetrovsk region,tsentr group of forces,0,36.553154,48.297157,593981766661330626
ivanivka,ivanivka;ivanovka,village,Q4196480,dnipropetrovsk region,tsentr group of forces,0,35.4797175,48.2909031,593954905934788005
lozuvatske,chapaievka;lozuvatske;lozuvatskoe,village,Q4507163,dnipropetrovsk region,vostok group of forces,0,34.355247,48.290695,593954012580465967
vidrodzhennia,vidrodzhennia;vidrodzhennya;vidrodzhyennya,village,Q4110699,dnipropetrovsk region,tsentr group of forces,0,36.2804241,48.2890416,593946913001450855
lubianka,lubianka;lubyanka,village,Q10953800,dnipropetrovsk region,tsentr group of forces,0,35.581646,48.287876,593941900773917646
antonivka,antonivka;antonovka,village,Q4067485,dnipropetrovsk region,tsentr group of forces,0,35.022701,48.286968,593938005238021228
novovoznesenka,novovoznesenka,village,Q4323370,dnipropetrovsk region,tsentr group of forces,0,35.750542,48.285938,593933581422434190
novozhytlivka,novozhitlovka;novozhytlivka;novozhytlovka,village,Q4323982,dnipropetrovsk region,vostok group of forces,0,34.035301,48.285599,593932125426805605
sydorenko,sidorenko;sydorenko,village,Q4418793,dnipropetrovsk region,tsentr group of forces,0,36.404911,48.285252,593930635075523503
tokove,tokove;tokovoe,village,Q4459592,dnipropetrovsk region,tsentr group of forces,0,35.605137,48.286278,593935041711169425
zelenyi hai,zelenyi gay;zelenyi hai;zelenyy gai;zelenyy gay;zelenyy hai;zelyony gay;zelyonyy gay,village,Q4190813,dnipropetrovsk region,tsentr group of forces,0,34.84314,48.283878,593924733788897028
balkove,balkove;balkovoe,hamlet,Q4076699,dnipropetrovsk region,vostok group of forces,0,33.661079,48.283539,593923277793801623
poputne,poputne;poputnoe,hamlet,Q4372912,dnipropetrovsk region,tsentr group of forces,0,36.663441,48.282162,593917363626837393
novoukrainka,novo ukrainka;novoukrainka,locality,Q4326053,dnipropetrovsk region,vostok group of forces,0,34.4854135,48.2861911,593934668047894949
potoky,potoki;potoky,village,Q4374868,dnipropetrovsk region,vostok group of forces,0,34.149632,48.281818,593915886155573760
svitlychne,svetlichnoe;svitlychne,village,Q4410347,luhansk region,,0,39.5700891,48.2868192,593937365292441513
kolono mykolaivka,kolono mykolaivka;kolono nikolaevka;kolono nikolayevka,village,Q4228457,dnipropetrovsk region,tsentr group of forces,0,35.8966378,48.2826057,593919270591550014
sukhareva balka,sukhareva balka,hamlet,Q4446933,dnipropetrovsk region,tsentr group of forces,0,36.824383,48.281044,593912561853561407
dibrova,dibrova;dibrovka;dibrovoe,hamlet,Q4161130,dnipropetrovsk region,vostok group of forces,0,34.432735,48.279095,593904186664942559
novokalynivka,novokalinovka;novokalynivka;novokalynovka,village,Q4324160,dnipropetrovsk region,vostok group of forces,0,34.390301,48.280102,593908515991934493
skeliuvatka,skelevatka;skeliuvatka,village,Q4421794,dnipropetrovsk region,vostok group of forces,0,34.106098,48.279625,593906467292250098
tsyhanivka,tsyganovka;tsyhanivka;tsyhanovka,village,Q4506350,dnipropetrovsk region,tsentr group of forces,0,35.584461,48.2786404,593902236750941901
kovalivka,kovalevka;kovalivka;kovalovka,village,Q4225340,dnipropetrovsk region,vostok group of forces,0,34.071011,48.278042,593899668358985443
maiorka,maiorka;mayorka,village,Q4274978,dnipropetrovsk region,tsentr group of forces,0,35.16037,48.277359,593896734897411634
preobrazhenka,preobrazhenka;preobrazhyenka,village,Q4377261,dnipropetrovsk region,tsentr group of forces,0,36.548771,48.276329,593892311082485155
dubove,dubove;dubovoe;dubovoye,village,Q4169465,dnipropetrovsk region,tsentr group of forces,0,35.389843,48.276363,593892457110214290
mykolaivka,mykolaevka;mykolaivka;mykolayivka;nikolaevka;nikolayevka,village,Q4320244,dnipropetrovsk region,tsentr group of forces,0,36.31702,48.275639,593889347554819164
novolozuvativka,novolozovatovka;novolozuvativka;novolozuvatovka,village,Q4324415,dnipropetrovsk region,tsentr group of forces,0,36.7576105,48.2752945,593887870086509930
bohdanivka,bogdanivka;bogdanovka;bohdanivka;bohdanovka,village,Q4089326,dnipropetrovsk region,tsentr group of forces,0,35.9398303,48.2750545,593886839293541110
babakove,babakove;babakovo;petrivske,hamlet,Q4361318,dnipropetrovsk region,tsentr group of forces,0,35.800762,48.270432,593866983659592634
bohdanivka,bogdanivka;bogdanovka;bohdanivka;bohdanovka;leninske,village,Q4258459,dnipropetrovsk region,tsentr group of forces,0,34.812931,48.273579,593880495625718019
zaporizke,zaporizke;zaporozhskoe;zaporozhskoye;zaporozke,hamlet,Q4186949,dnipropetrovsk region,tsentr group of forces,0,36.7317959,48.2711555,593870088921878676
panasivka,panasivka;panasovka,village,Q4343873,dnipropetrovsk region,tsentr group of forces,0,35.4340629,48.2763945,593892594549211983
sursko mykhailivka,sursko mikhaylovka;sursko mykhailivka,village,Q4446633,dnipropetrovsk region,vostok group of forces,0,34.72916,48.272209,593874615815406024
hrushivka,grushevka;hrushivka;hrushovka,hamlet,Q4150878,dnipropetrovsk region,vostok group of forces,0,34.590073,48.289455,593948686821253753
novotarasivka,novotarasivka;novotarasovka,hamlet,Q4325928,dnipropetrovsk region,vostok group of forces,0,34.659294,48.275967,593890756302434526
kudashivka,kudashevka;kudashivka;kudashovka,village,Q4244376,dnipropetrovsk region,vostok group of forces,0,34.037701,48.271858,593873108281193669
kuninova,kuninova,village,Q4247228,dnipropetrovsk region,tsentr group of forces,0,36.403046,48.273041,593878189229870182
chyhrynivka,chigrinovka;chyhrynivka;chyhrynovka,village,Q4515705,dnipropetrovsk region,vostok group of forces,0,33.688541,48.271519,593871652286931165
verkhnoshevyrivka,verkhneshevyrevka;verkhnoshevyrivka;verkhnoshevyrovka,village,Q4108553,luhansk region,,0,39.713169,48.271179,593870192004075153
vsesviatske,vsesviatske;vsesvyatske;vsesvyatskoe,village,Q4127580,dnipropetrovsk region,tsentr group of forces,0,36.501041,48.271179,593870192000863025
brovky,brovki;brovky,village,Q4096667,dnipropetrovsk region,tsentr group of forces,0,36.220154,48.27314,593878614431449594
vasylkivske,vasilkovskoe;vasylkivske;vasylkovskoye,village,Q4104945,dnipropetrovsk region,tsentr group of forces,0,36.4487491,48.2757447,593889802821484269
raipole,raipole;raypole,village,Q4389158,dnipropetrovsk region,tsentr group of forces,0,36.837593,48.263824,593838602516737497
yehorivka,egorovka;yegorovka;yehorivka;yehorovka,village,Q4173815,dnipropetrovsk region,vostok group of forces,0,34.5107977,48.274207,593883197159845070
kamiane,kamennoe;kamennoye;kamenoye;kamiane;kamianoe;kamyanoye,village,Q4211188,dnipropetrovsk region,vostok group of forces,0,33.6769626,48.2705733,593867589247857571
volodymyrivka,vladimirovka;volodymirivka;volodymyrivka;volodymyrovka,village,Q4113164,dnipropetrovsk region,vostok group of forces,0,34.48608,48.268089,593856920549903424
hryshai,grishai;hryshai,village,Q4149846,dnipropetrovsk region,tsentr group of forces,0,36.1558519,48.272972,593877892876879564
porichchia,poreche;porichchia,village,Q4373006,luhansk region,,0,39.782871,48.266708,593850989205364439
rozdollia,razdole;razdolnoe;razdolye;rozdollia,village,Q4388450,dnipropetrovsk region,tsentr group of forces,0,35.742928,48.27047,593867146868292048
chervona balka,chervona balka;chervonaya balka,hamlet,Q4512020,dnipropetrovsk region,vostok group of forces,0,34.292789,48.266708,593850989199874357
sadove,sadove;sadovoe;sadovoye,hamlet,Q4404751,dnipropetrovsk region,tsentr group of forces,0,35.56076,48.264153,593840015559701048
kalynivka,kalinovka;kalynivka;kalynovka,village,Q4209801,dnipropetrovsk region,vostok group of forces,0,34.245411,48.266029,593848072917032995
demuryno varvarivka,demurino varvarovka;demuryno varvarivka;demuryno varvarovka,village,Q4157707,dnipropetrovsk region,vostok group of forces,0,33.684078,48.263618,593837717750321006
sukha kalyna,sukha kalyna;sukhaya kalina,village,Q4446998,dnipropetrovsk region,tsentr group of forces,0,35.26852,48.262939,593834801469111464
halyna lozuvatka,galina lozovatka;halyna lozuvatka,village,Q4132474,dnipropetrovsk region,vostok group of forces,0,33.624668,48.260212,593823089091651420
voronivka,voronivka;voronovka,village,Q4125692,dnipropetrovsk region,tsentr group of forces,0,35.216331,48.261559,593828874414190795
chuvylyne,chuvilino;chuvylyne,hamlet,Q4517510,dnipropetrovsk region,tsentr group of forces,0,34.888844,48.259914,593821809192661388
mezhove,chervone;mezhevoe;mezhove;mezhyevoe,village,Q4512289,dnipropetrovsk region,vostok group of forces,0,34.5317258,48.2589614,593817716088471182
rusakove,rusakove;rusakovo,village,Q4400236,dnipropetrovsk region,tsentr group of forces,0,36.3831139,48.2609293,593826168585961098
cherkaske,cherkaske;cherkasskoe;kimovka,hamlet,Q4220692,dnipropetrovsk region,vostok group of forces,0,34.361401,48.256821,593808524858287417
nadiia,nadezda;nadezhda;nadiia;nadiya,hamlet,Q4311983,dnipropetrovsk region,vostok group of forces,0,34.1502426,48.25985,593821534314015843
volochaivka,volochaevka;volochaivka,hamlet,Q4124046,dnipropetrovsk region,vostok group of forces,0,33.550018,48.260654,593824987467121602
dachne,dachne;dachnoe;dachnoye,village,Q4155429,dnipropetrovsk region,tsentr group of forces,0,36.268333,48.272293,593874976594198060
andriivka,andreevka;andreyevka;andriivka;andriovka,village,Q4065610,dnipropetrovsk region,vostok group of forces,0,33.916851,48.25779,593812686681152691
nova zoria,nova zoria;novaya zarya;novaya zoria,village,Q4322101,dnipropetrovsk region,vostok group of forces,0,33.84132,48.25676,593808262864762280
blahoslovenna,blagoslovennaya;blahoslovenna,village,Q4087904,dnipropetrovsk region,vostok group of forces,0,33.955109,48.253651,593794909811552805
vasylivka,vasilevka;vasilievka;vasilivka;vasilovka;vasylivka;vasylovka,village,Q4104261,dnipropetrovsk region,tsentr group of forces,0,35.019611,48.2523,593789107311800411
pravda,pravda,village,Q4375801,dnipropetrovsk region,tsentr group of forces,0,35.988464,48.251865,593787239001995504
shchaslyve,schastlivoe;schastlivoye;shchaslyve,hamlet,Q9097622,dnipropetrovsk region,tsentr group of forces,0,36.2859207,48.2483739,593772245271462625
